"","X","ParcelId","Address","SalePrice","SaleDate","SaleCondition","AssessedValue","ParcelType","YearBuilt","GrLivArea","BsmtFinSF1","LotArea","Bedrooms","CentralAir","Fireplaces","Occupancy","Style","Neighborhood","InstrumentNo","Error.YearBuilt","Error.LotArea","Error.GrLivArea","Error.Neighborhood","Error.Score"
"96",8306,527163070,3803 BROOKDALE AVE,185000,4/1/2012 0:00,Normal,212200,Dwg&Lot,1993,1470,310,9765,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201205923,-1.03685111562503,-0.582153695260191,-1.3021010744251,0.169705196858899,-2.75140068845142
"97",10856,907180120,5325 CERVANTES DR,214000,8/1/2006 0:00,Normal,245300,Dwg&Lot,1999,1588,1207,10264,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,610542,-0.927731443476466,-0.604467509049198,-1.42078339000696,0.207655062197157,-2.74532728033547
"98",4940,908127040,205 DOTSON DR,124500,11/1/2012 0:00,Normal,134000,Dwg&Lot,1965,960,660,10921,3,Yes,6,Single-family detached (includes detached townhouses),One story,Edwards,201214436,-1.81905094724882,-0.642206171649916,-1.0200279283191,-4.667171707192,-8.14845675440983
"99",1323,905426060,3402 OAKLAND ST,104500,8/1/2014 0:00,Abnorml,132000,Dwg&Lot,1920,835,108,10625,2,No,0,Single-family detached (includes detached townhouses),One story,Edwards,201407921,-2.26264171112129,-0.624181320081328,-1.08924400676049,-4.667171707192,-8.64323874515511
"100",3496,534276360,2128 MELROSE AVE,131000,9/1/2011 0:00,Normal,140000,Dwg&Lot,1959,1225,569,9320,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201109547,-1.87445193545398,-0.567099371829604,-1.07679047891311,0.366437186804748,-3.15190459939194
"101",6896,534152050,2102 PRAIRIE VIEW EAST,205000,2/1/2010 0:00,Normal,227700,Dwg&Lot,1977,1610,1200,10603,3,Yes,2,Single-family detached (includes detached townhouses),One story,NWAmes,1001945,-1.57615647023158,-0.622909764442143,-1.44250308737715,0.211509979623512,-3.43005934242736
"102",7626,906201030,1149 OKLAHOMA DR,227000,5/1/2016 0:00,Normal,188900,Dwg&Lot,1985,1732,0,9206,3,Yes,1,Single-family detached (includes detached townhouses),Two story,SawyerW,201604788,-1.30287190021776,-0.563861937126218,-1.56506195895709,0.169520157082113,-3.26227563921895
"103",7029,906226070,1018 DELAWARE AVE 1020,118964,6/1/2009 0:00,Allocat,111100,Dwg&Lot,1979,1535,0,7018,4,Yes,0,Duplex,One story,SawyerW,201102307,-1.5172678498564,-0.544697909563687,-1.36742170094265,0.169520157082113,-3.25986730328063
"104",15956,906385010,5505 DURANT ST,245000,4/1/2016 0:00,Normal,233900,Dwg&Lot,2009,1226,1007,10402,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201602904,-1.05017930201753,-0.611608519965981,-1.07742450278875,0.207655062197157,-2.5315572625751
"105",1823,903450060,303 N RUSSELL AVE,164500,12/1/2013 0:00,Normal,172200,Dwg&Lot,1931,1818,224,7758,4,Yes,2,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,IDOTRR,201314690,-2.16251325530493,-0.543930974005029,-1.65299136052843,0.155484591703785,-4.2039509981346
"106",12951,528478030,2419 KINGSTON DR,250000,8/1/2008 0:00,Normal,257100,Dwg&Lot,2003,1992,150,9375,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Somerst,809596,-0.927969431336756,-0.56873240674761,-1.83172722878683,0.154682497497796,-3.1737465693734
"107",32,902125120,1212 BURNETT AVE,100000,8/1/2007 0:00,Normal,102400,Dwg&Lot,1885,1047,0,10800,2,Yes,0,Single-family detached (includes detached townhouses),One story,OldTown,709455,-3.21759119809605,-0.634540958391669,-1.00784580965048,0.246117602940319,-4.61386036319788
"108",2356,902201120,1216 CARROLL AVE,115000,4/1/2008 0:00,Partial,113300,Dwg&Lot,1948,789,363,6000,2,Yes,0,Single-family detached (includes detached townhouses),One story,OldTown,201512288,-2.01676428201765,-0.551964402307251,-1.1294382618594,0.246117602940319,-3.45204934324399
"109",764,910200040,103 S RUSSELL AVE,115000,8/1/2007 0:00,Normal,129800,Dwg&Lot,1919,1517,0,8500,3,No,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,IDOTRR,711120,-2.28200687943059,-0.549670154892992,-1.34942157079693,0.155484591703785,-4.02561401341673
"110",6671,527358140,2851 MONROE DR,190000,1/1/2010 0:00,Normal,235400,Dwg&Lot,1977,1844,705,11751,3,Yes,1,Single-family detached (includes detached townhouses),One story,NWAmes,1000625,-1.57615647023158,-0.700970930809947,-1.67933433431354,0.211509979623512,-3.74495175573155
"111",3227,905452140,312 CRANE AVE,136900,10/1/2006 0:00,Normal,163400,Dwg&Lot,1954,1855,444,9525,4,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Edwards,613477,-1.93356965042571,-0.573445306436458,-1.69064007498478,-4.667171707192,-8.86482673903895
"112",11159,528250100,3906 WESTLAWN DR,191500,2/1/2014 0:00,Abnorml,191800,Dwg&Lot,2000,1430,250,7750,3,Yes,1,Single-family detached (includes detached townhouses),Split level,Gilbert,201401127,-0.922700463996494,-0.543909798095549,-1.26174029792978,0.169705196858899,-2.55864536316293
"113",15551,906340080,5119 TABOR DR,383970,10/1/2007 0:00,Partial,388800,Dwg&Lot,2007,2696,964,9965,4,Yes,1,Single-family detached (includes detached townhouses),Two story,CollgCr,712730,-0.998847725697867,-0.590472358594494,-2.68063162797798,0.207655062197157,-4.06229665007318
"114",4205,916326090,2320 TIMBERLAND RD,287500,8/1/2014 0:00,Normal,282400,Dwg&Lot,1958,2279,0,19958,4,Yes,1,Single-family detached (includes detached townhouses),One story,Timber,201501491,-1.66807021111093,-1.5769556078483,-2.08639361875204,0.153472234444765,-5.17794720326652
"115",2696,909282020,2124 COUNTRY CLUB BLVD,259500,7/1/2007 0:00,Normal,281900,Dwg&Lot,1945,2320,924,7259,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Crawfor,201111787,-2.05542026049401,-0.543773577813132,-2.20015663114901,0.153472234444765,-4.64587823501139
"116",10758,533213140,2703 BRISTOL DR,176000,6/1/2007 0:00,Normal,185200,Dwg&Lot,1999,1458,419,3230,2,Yes,1,Townhouse:  end unit,Two story,Somerst,706424,-0.927731443476466,-0.590378176875205,-1.28994274966674,0.154682497497796,-2.65336987252062
"117",4885,905200220,3613 ANNEAR ST,139000,9/1/2009 0:00,Normal,152600,Dwg&Lot,1962,1092,840,11616,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,912414,-1.84949325252919,-0.69076140606182,-1.01466822199859,0.184833613260601,-3.370089267329
"118",15198,908152260,4105 HARRIS ST,205000,4/1/2015 0:00,Normal,211600,Dwg&Lot,2006,1125,851,8536,2,Yes,0,Single-family detached (includes detached townhouses),One story,Edwards,201503296,-0.97546921316367,-0.550173183102616,-1.02530266623383,-4.667171707192,-7.21811676969211
"119",7895,906402200,926 IDAHO AVE,315000,9/1/2012 0:00,Normal,375900,Dwg&Lot,1990,3222,1470,12376,5,Yes,2,Single-family detached (includes detached townhouses),Two story,SawyerW,201211414,-1.1257342258114,-0.751475077924502,-3.45380235895392,0.169520157082113,-5.16149150560771
"120",14624,907420070,1008 POE AVE,172500,6/1/2013 0:00,Normal,177100,Dwg&Lot,2005,1456,0,8461,3,Yes,1,Single-family detached (includes detached townhouses),Two story,CollgCr,201307293,-0.955077842897414,-0.549142440947959,-1.28789637974139,0.207655062197157,-2.58446160138961
"121",5696,906475050,228 PARKRIDGE CIR,192000,9/1/2010 0:00,Normal,188400,Dwg&Lot,1969,988,938,21453,1,Yes,2,Single-family detached (includes detached townhouses),Split level,ClearCr,201009539,-1.76878474460421,-1.75826965721693,-1.01208472236703,1,-3.53913912418818
"122",2031,910201110,125 S HAZEL AVE,115000,9/1/2015 0:00,Normal,106500,Dwg&Lot,1939,1123,0,6060,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,IDOTRR,201509068,-2.10087768467334,-0.551413508481907,-1.02452497707285,0.155484591703785,-3.52133157852431
"123",3801,535180100,2001 DOUGLAS AVE,136000,6/1/2008 0:00,Normal,156700,Dwg&Lot,1958,1080,570,9464,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201202554,-1.88441230174866,-0.57149360837555,-1.0121299888582,0.366437186804748,-3.10159871217767
"124",8421,531452140,1510 INDIANA AVE,153900,3/1/2008 0:00,Normal,158200,Dwg&Lot,1993,1199,300,7892,2,Yes,0,Townhouse:  end unit,One story,SawyerW,803200,-1.03685111562503,-0.544395633848834,-1.06189414263922,0.169520157082113,-2.47362073503096
"125",6506,527302175,3422 CLINTON CT,181000,1/1/2009 0:00,Normal,189400,Dwg&Lot,1979,1586,0,17043,3,Yes,1,Single-family detached (includes detached townhouses),One story,NWAmes,900210,-1.5172678498564,-1.22868494068996,-1.41877704726686,0.211509979623512,-3.95321985818971
"126",1839,903456090,102 N RIVERSIDE DR,84500,6/1/2006 0:00,Normal,101600,Dwg&Lot,1935,754,490,6780,2,No,0,Two-family conversion; originally built as one-family dwelling,One and one-half story:  2nd level finished,IDOTRR,607793,-2.13524275561362,-0.546189969552547,-1.16293052305338,0.155484591703785,-3.68887865651576
"127",6708,527452060,2953 NORTHWESTERN AVE,139900,5/1/2012 0:00,Normal,138700,Dwg&Lot,1976,958,958,4928,2,Yes,0,Townhouse:  end unit,One story,NoPkVil,201205271,-1.60646357736582,-0.564007739350875,-1.02070595112734,1,-2.19117726784404
"128",1847,903476100,510 NORTHWESTERN AVE,87000,6/1/2007 0:00,Normal,88300,Dwg&Lot,1930,840,116,4388,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level unfinished,OldTown,707614,-2.16766635484891,-0.570867590792896,-1.08526490485238,0.246117602940319,-3.57768124755387
"129",5550,535477060,1512 MEADOWLANE AVE,155000,7/1/2006 0:00,Normal,158700,Dwg&Lot,1966,1348,512,7590,3,Yes,1,Single-family detached (includes detached townhouses),Two story,NAmes,608400,-1.80782268256405,-0.543623271003115,-1.17940182624166,0.366437186804748,-3.16441059300408
"130",3569,534428060,1809 FERNDALE AVE,171000,10/1/2014 0:00,Normal,163800,Dwg&Lot,1958,1053,541,8973,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201409955,-1.88441230174866,-0.55801558374722,-1.00811946029314,0.366437186804748,-3.08411015898427
"131",5481,535125060,2710 THOMPSON DR,270000,5/1/2016 0:00,Normal,247400,Dwg&Lot,1966,2157,462,14200,3,Yes,2,Single-family detached (includes detached townhouses),Two story,NAmes,201605017,-1.80782268256405,-0.921851161939679,-2.01281334759673,0.366437186804748,-4.37605000529571
"132",11172,528280230,3840 WESTLAWN DR,244000,7/1/2009 0:00,Normal,266200,Dwg&Lot,2000,2054,695,12224,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,909099,-0.922700463996494,-0.738741671715771,-1.89827621141874,0.169705196858899,-3.39001315027211
"133",3564,534427140,1922 ROOSEVELT AVE,128000,1/1/2011 0:00,Normal,157000,Dwg&Lot,1959,1327,405,7388,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201101417,-1.87445193545398,-0.543620803533987,-1.15956651164049,0.366437186804748,-3.21120206382371
"134",12056,916455050,2829 WHITE OAK DR,212000,5/1/2013 0:00,Normal,221900,Dwg&Lot,2001,1312,250,6718,2,Yes,0,Single-family detached (includes detached townhouses),One story,Timber,201305926,-0.920571999504426,-0.531123214844451,-1.08961618189818,0.133675052949563,-2.40763634329749
"135",5654,905107240,4024 ARKANSAS DR,180000,7/1/2006 0:00,Normal,203800,Dwg&Lot,1968,1721,570,10335,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,608461,-1.7823449330963,-0.608094464508651,-1.5539076921414,0.184833613260601,-3.75951347648575
"136",5235,534126090,2617 CLEVELAND DR,174000,5/1/2008 0:00,Normal,212000,Dwg&Lot,1970,1682,673,10400,3,Yes,1,Single-family detached (includes detached townhouses),One story,NWAmes,804987,-1.75225134417023,-0.611500297170446,-1.51470392670511,0.211509979623512,-3.66694558842227
"137",5369,534202030,1204 28TH ST,143000,7/1/2007 0:00,Normal,159300,Dwg&Lot,1967,1214,695,10355,3,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,708360,-1.79543580675333,-0.609134063566356,-1.07007812129906,0.366437186804748,-3.10821080481399
"138",8068,914476500,617 ONYX ST 619,189000,3/1/2012 0:00,Normal,186900,Dwg&Lot,1988,1959,0,11070,5,Yes,0,Duplex,One story,Mitchel,201203364,-1.1938695632816,-0.651983836483676,-1.79661222745144,0.179445972994858,-3.46301965422186
"139",10876,907254020,519 POE CIR,270000,6/1/2015 0:00,Normal,281800,Dwg&Lot,1999,1852,668,9066,3,Yes,2,Single-family detached (includes detached townhouses),Two story,CollgCr,201505557,-0.927731443476466,-0.560190672794301,-1.68753952420264,0.207655062197157,-2.96780657827626
"140",9955,907130100,5232 SCHUBERT ST,231500,8/1/2009 0:00,Normal,240500,Dwg&Lot,1997,1764,821,15426,3,Yes,0,Single-family detached (includes detached townhouses),Two story,CollgCr,911100,-0.951837162075132,-1.04941233140267,-1.59802794176103,0.207655062197157,-3.39162237304167
"141",6006,527425060,902 TOP O HOLLOW RD,97000,3/1/2009 0:00,Abnorml,130000,Dwg&Lot,1971,864,704,10500,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,902748,-1.73397618032478,-0.617021160475898,-1.0668861334995,0.366437186804748,-3.05144628749543
"142",14411,528144040,3005 HARRISON RD,255000,11/1/2005 0:00,Partial,273300,Dwg&Lot,2005,1736,24,11366,3,Yes,0,Single-family detached (includes detached townhouses),One story,NridgHt,514874,-0.955077842897414,-0.661986813610909,-1.56185558140182,0.207655062197157,-2.97126517571298
"143",3097,535454070,133 E 13TH ST,166000,6/1/2010 0:00,Normal,178100,Dwg&Lot,1952,1380,707,8520,4,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,NAmes,1005673,-1.96329012406812,-0.549946004022695,-1.20274950887926,0.366437186804748,-3.34954845016532
"144",10857,907180130,5333 CERVANTES DR,234000,12/1/2014 0:00,Normal,231500,Dwg&Lot,1999,1501,679,10335,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201410965,-0.927731443476466,-0.608094464508651,-1.33324369547477,0.207655062197157,-2.66141454126273
"145",4263,532351090,4203 TORONTO ST 4205,125000,11/1/2006 0:00,Abnorml,144000,Dwg&Lot,1963,1728,1332,9100,6,Yes,0,Duplex,One story,Sawyer,201206355,-1.84079291915128,-0.561027838338182,-1.56095158802569,0.184833613260601,-3.77793873225456
"146",14075,908188110,3838 MARIGOLD DR,143500,10/1/2013 0:00,Normal,139300,Dwg&Lot,2004,1709,506,2522,3,Yes,0,Townhouse:  inner unit,Two story,Edwards,201312920,-0.938313875774836,-0.611761168593819,-1.54185914647728,-4.667171707192,-7.75910589803793
"147",1764,903231130,1003 MARSTON AVE,105000,11/1/2009 0:00,Normal,114600,Dwg&Lot,1931,875,209,6120,2,Yes,0,Single-family detached (includes detached townhouses),One story,BrkSide,914127,-2.16251325530493,-0.550857937668191,-1.05965322254113,0.162349867976044,-3.6106745475382
"148",11615,528292020,2411 GRANT CIR,236000,6/1/2016 0:00,Normal,228400,Dwg&Lot,2001,2035,0,9505,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201606861,-0.920571999504426,-0.572799955657196,-1.87775057647547,0.169705196858899,-3.20141733477819
"149",13631,531363060,5500 KANSAS DR,141000,4/1/2008 0:00,Normal,182700,Dwg&Lot,2004,1080,680,7500,3,Yes,0,Single-family detached (includes detached townhouses),One story,SawyerW,909191,-0.938313875774836,-0.543558821745919,-1.0121299888582,0.169520157082113,-2.32448252929685
"150",1767,903231190,1024 CURTISS AVE,115000,4/1/2006 0:00,Normal,121700,Dwg&Lot,1936,1344,0,6240,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,BrkSide,604432,-2.12712834295445,-0.549893267957806,-1.17556252597802,0.162349867976044,-3.69023426891423
"151",6366,907203110,4923 SCHUBERT ST,166000,8/1/2016 0:00,Normal,144800,Dwg&Lot,1975,969,716,10356,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201608189,-1.63801325726828,-0.609186232085861,-1.01737722396776,0.207655062197157,-3.05692165112474
"152",15427,528110080,3215 STOCKBURY ST,372402,1/1/2008 0:00,Partial,347600,Dwg&Lot,2007,1710,1404,13891,2,Yes,1,Single-family detached (includes detached townhouses),One story,NridgHt,801615,-0.998847725697867,-0.891100812586809,-1.5428569292228,0.142593315048047,-3.29021215245942
"153",6248,534250300,2323 MCKINLEY CIR,190000,6/1/2006 0:00,Normal,194700,Dwg&Lot,1971,1993,416,14803,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,612675,-1.73397618032478,-0.983731978038495,-1.83280359650832,0.211509979623512,-4.33900177524809
"154",4051,905202230,3604 ROSS RD,235000,3/1/2008 0:00,Normal,227700,Dwg&Lot,1960,1252,1509,13500,1,Yes,1,Single-family detached (includes detached townhouses),One story,ClearCr,803167,-1.86597052285271,-0.853199338347574,-1.09525947296037,1,-2.81442933416066
"155",1014,902400090,803 CARROLL AVE,133300,6/1/2013 0:00,Normal,139500,Dwg&Lot,1923,1200,0,11340,4,Yes,0,Single-family detached (includes detached townhouses),One story,OldTown,201309144,-2.22514180830898,-0.670639501443618,-1.06242144639583,0.246117602940319,-3.71208515320812
"156",1355,905480150,103 HOWARD AVE,120000,8/1/2013 0:00,Normal,93300,Dwg&Lot,1924,1096,0,9600,2,No,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Edwards,201310568,-2.21372857962474,-0.575915962376945,-1.01574621077114,-4.667171707192,-8.47256245996481
"157",2286,535451180,1416 CARROLL AVE,0,,Normal,81500,Dwg&Lot,1950,1040,0,7200,2,No,0,Duplex,One story,NAmes,606131,-1.98903647350684,-0.54387394669489,-1.00761760771095,0.366437186804748,-3.17409084110793
"158",15911,916386090,3121 CEDAR LN,298000,9/1/2016 0:00,Normal,311200,Dwg&Lot,2009,1968,671,12003,4,Yes,1,Single-family detached (includes detached townhouses),Two story,Timber,201609340,-1.05017930201753,-0.720725170089457,-1.80608495095536,0.133675052949563,-3.44331437011278
"159",13566,528477080,2505 KINGSTON DR,285000,5/1/2015 0:00,Normal,237300,Dwg&Lot,2004,1947,222,12552,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Somerst,201504755,-0.938313875774836,-0.766617990377568,-1.78428995727685,0.154682497497796,-3.33453932593146
"160",14361,527108010,4323 HARRISON CIR,320000,3/1/2006 0:00,Partial,318300,Dwg&Lot,2005,2462,57,19378,4,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,603462,-0.955077842897414,-1.503553926783,-2.37239892140093,0.169705196858899,-4.66132549422244
"161",7549,533251120,2810 PINEHURST CIR,190000,3/1/2016 0:00,Family,153800,Dwg&Lot,1984,1232,660,11120,3,Yes,0,Single-family detached (includes detached townhouses),One story,Veenker,201602671,-1.34093943647602,-0.655352013326489,-1.08129299135925,1,-2.07758444116176
"162",12872,528166120,3301 FOXLEY DR,412500,3/1/2008 0:00,Normal,398100,Dwg&Lot,2003,2668,1016,13688,3,Yes,2,Single-family detached (includes detached townhouses),Two story,NridgHt,808177,-0.927969431336756,-0.871257045389759,-2.64184749567536,0.142593315048047,-4.29848065735383
